"id_fornecedor","id_rel_residuo","residuo","tipo_residuo","acondicionamento","estado_fisico","tecnologia","classe","categoria"
29764,34220,Medicamentos Sólidos Cont. Port. 344,Resíduo Industrial,Big-Bags,Sólido,Coprocessamento,I,Não Reciclável
29764,34182,Metal,Metal Ferroso,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
29764,34173,Orgânico,Resíduo Industrial,Sacos Plásticos,Sólido,Aterro Industrial,II-B,Não Reciclável
29764,34173,Orgânico,Resíduo Industrial,Sacos Plásticos,Sólido,Compostagem,II-B,Não Reciclável
29764,34179,Papel,Papéis,Granel,Sólido,Reciclagem,II-A,Reciclável
29764,34180,Papelão,Papéis,Granel,Sólido,Reciclagem,II-A,Reciclável
29764,34178,Plástico,Plásticos,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
29764,69644,Podas,Jardinagem,CaÃ§amba Roll On,Sólido,Aterro Sanitário,II-A,Não Reciclável
29764,34177,Produtos Químicos Fora de Especificação Líquidos,Resíduo Industrial,Bombona Plástica,Líquido,Reprocessamento ,I,Não Reciclável
29764,34177,Produtos Químicos Fora de Especificação Líquidos,Resíduo Industrial,Bombona Plástica,Líquido,Incineração,I,Não Reciclável
29764,37736,Reagente Líquido (Exército),Resíduo Industrial,Barrica de Papelão,Líquido,Incineração,I,Não Reciclável
29764,37734,Reagente Líquido (polícia civil),Resíduo Industrial,Tambor,Líquido,Incineração,I,Não Reciclável
29764,37733,Reagente Líquido (polícia federal),Resíduo Industrial,Tambor,Líquido,Incineração,I,Não Reciclável
29764,33747,Reagente Líquido vencido controlado,Resíduo Industrial,Tambor,Líquido,Incineração,I,Não Reciclável
29764,37742,Reagente Sólido (Exército),Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
29764,37741,Reagente Sólido (polícia civil),Resíduo Industrial,Caixa,Sólido,Incineração,I,Não Reciclável
29764,37738, Reagente Sólido (polícia federal),Resíduo Industrial,Caixa,Sólido,Incineração,I,Não Reciclável
29764,33749,Reagente sólido vencido controlado,Resíduo Industrial,Caixa,Sólido,Incineração,I,Não Reciclável
29764,113950,Resíduo ambulatorial - Líquido,Resíduo de serviço de saúde,Bombona Plástica,Líquido,Autoclavagem,I,Não Reciclável
29764,33751,Resíduos laboratorial,Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
29764,69520,Sanitário,Lixo Comum,Caixa Metalica 1m³,Sólido,Aterro Sanitário,II-A,Não Reciclável
29764,114434,Tambores e embalagens metálicas contaminadas,Tipo de Resíduo,Granel,Sólido,Reciclagem,I,Reciclável
29764,114433,Tambores e embalagens plásticas contaminadas,Sólidos Contaminados,Granel,Sólido,Reciclagem,I,Reciclável
29764,33721,Tambores vazios <200L,Resíduo Industrial,Granel,Sólido,Recuperação,I,Não Reciclável
29764,33720,Tambores vazios 200L,Resíduo Industrial,Granel,Sólido,Recuperação,I,Não Reciclável
29764,33756,Telhas de amianto,Resíduo Industrial,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
29764,34175,Vidro,Vidro,Barrica de Papelão,Sólido,Reciclagem,II-A,Reciclável
29764,34172,Óleo Lubrificante,Resíduo Industrial,Bombona Plástica,Líquido,Rerrefino,II-B,Não Reciclável
29764,133192,Resíduo de HPLC,Efluente Não Doméstico,Tambor,Líquido,Tratamento de Efluentes - ETE,I,Efluente Industrial
29764,34196,Medicamentos Líquidos Cont. Port. 344,Resíduo Industrial,Big-Bags,Líquido,Incineração,I,Não Reciclável
29764,34195,Medicamentos Líquidos,Resíduo Industrial,Barrica de Papelão,Líquido,Incineração,I,Não Reciclável
35974,133595,PLÁSTICO,Plásticos,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
35974,133596,PP CADEIRA,Plásticos,Granel,Sólido,Reciclagem,II-B,Reciclável
35974,133597,PVC CANO,Plásticos,Granel,Sólido,Reciclagem,II-B,Reciclável
35974,133598,PP CAIXA,Plásticos,Granel,Sólido,Reciclagem,II-B,Reciclável
24,17910,teste entulho,Construção Civil,Caçamba Poli - 3m³,Pastoso,Reciclagem,II-A,Reciclável
24,23119,Entulho sem contaminação,Resíduo Industrial,Caçamba Poli - 7m³,Sólido,Aterro Comum,II-A,Não Reciclável
3359,33150,Lixo Comum,Lixo Comum,Caçamba Poli - 5m³,Sólido,Aterro Comum,II-A,Não Reciclável
3359,33152,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Inutilização,B,Não Reciclável
3359,36984,Reciclável Metal,Metal Ferroso,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
3359,33149,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
3359,33148,Reciclável Papel/Papelão,Papéis,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
3359,36991,Reciclável Metal,Metal Ferroso,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
3359,37018,Resíduos Não Recicláveis,Rejeito,Caçamba Poli - 3m³,Sólido,Aterro Comum,II-A,Não Reciclável
3359,37019,Reciclável Vidro,Vidro,Tambor,Sólido,Aterro Industrial,II-A,Não Reciclável
3359,37314,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-A,Reciclável
3359,33151,Reciclável Madeira,Madeira,Baia,Sólido,Biomassa,II-A,Reciclável
3359,33151,Reciclável Madeira,Madeira,Baia,Sólido,Biomassa,II-A,Reciclável
3359,33151,Reciclável Madeira,Madeira,Baia,Sólido,Biomassa,II-A,Reciclável
3359,57110,Reciclável Madeira,Madeira,Caçamba Roll On - 28m³,Sólido,Reciclagem,II-B,Reciclável
3359,58075,Entulho Sujo (Não Reciclável),Construção Civil,Caçamba Poli - 5m³,Sólido,Aterro Comum,II-B,Não Reciclável
3359,57110,Reciclável Madeira,Madeira,Caçamba Roll On - 28m³,Sólido,Reciclagem,II-B,Reciclável
3345,37069,Reciclável Madeira,Madeira,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
3345,37072,Reciclável Madeira,Madeira,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
3345,48694,Reciclável Madeira,Madeira,Caçamba Roll On - 28m³,Sólido,Reciclagem,II-B,Reciclável
3717,37063,Reciclável Metal,Metal Ferroso,Caçamba Poli - 7m³,Sólido,Reciclagem,II-B,Reciclável
35560,130751,Caixa separadora de água e óleo,Líquidos Contaminados,Tanque,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
35505,130381,Sólido Contaminado,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35505,130800,Embalagens de metal contaminadas,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35505,130801,Embalagens plásticas contaminadas,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35505,130802,Filtro de ar do motor,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35505,130803,Filtro de ar condicionado,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35505,130804,Estopa,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35505,130805,Filtro de combustível,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35505,130806,Filtros de óleo,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35530,130379,Sólido Contaminado,Sólidos Contaminados,Tambor Metálico,Sólido,Aterro Industrial,I,Não Reciclável
35530,130380,Sólido Contaminado,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35530,130648,Embalagens plásticas contaminadas,Sólidos Contaminados,Sacos Plásticos,Sólido,Aterro Industrial,I,Não Reciclável
35530,130649,Estopa,Sólidos Contaminados,Sacos Plásticos,Sólido,Aterro Industrial,I,Não Reciclável
35530,130650,Filtros de ar,Sólidos Contaminados,Tambor Metálico,Sólido,Aterro Industrial,I,Não Reciclável
35530,130650,Filtros de ar,Sólidos Contaminados,Tambor Metálico,Sólido,Aterro Industrial,I,Não Reciclável
35530,130652,Embalagens de metal contaminadas,Sólidos Contaminados,Tambor Metálico,Sólido,Aterro Industrial,I,Não Reciclável
35530,130655,Filtros de óleo,Sólidos Contaminados,Tambor Metálico,Sólido,Aterro Industrial,I,Não Reciclável
35530,130717,Filtro de ar do motor,Sólidos Contaminados,Tambor Metálico,Sólido,Aterro Industrial,I,Não Reciclável
35530,130718,Filtro de ar condicionado,Sólidos Contaminados,Tambor Metálico,Sólido,Aterro Industrial,I,Não Reciclável
35530,130719,Filtro de combustível,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35530,130741,Embalagens de metal contaminadas,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35530,130742,Embalagens plásticas contaminadas,Sólidos Contaminados,Sacos Plásticos,Sólido,Aterro Industrial,I,Não Reciclável
35530,130742,Embalagens plásticas contaminadas,Sólidos Contaminados,Sacos Plásticos,Sólido,Coprocessamento,I,Não Reciclável
35530,130745,Filtro de ar do motor,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35530,130757,Filtro de ar condicionado,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35530,130758,Estopa,Sólidos Contaminados,Sacos Plásticos,Sólido,Aterro Industrial,I,Não Reciclável
35530,130757,Filtro de ar condicionado,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35530,130760,Filtro de combustível,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35530,130761,Filtros de óleo,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35530,130648,Embalagens plásticas contaminadas,Sólidos Contaminados,Sacos Plásticos,Sólido,Aterro Industrial,I,Não Reciclável
35530,130649,Estopa,Sólidos Contaminados,Sacos Plásticos,Sólido,Aterro Industrial,I,Não Reciclável
35530,130718,Filtro de ar condicionado,Sólidos Contaminados,Tambor Metálico,Sólido,Aterro Industrial,I,Não Reciclável
35530,130652,Embalagens de metal contaminadas,Sólidos Contaminados,Tambor Metálico,Sólido,Aterro Industrial,I,Não Reciclável
35530,130717,Filtro de ar do motor,Sólidos Contaminados,Tambor Metálico,Sólido,Aterro Industrial,I,Não Reciclável
35530,130655,Filtros de óleo,Sólidos Contaminados,Tambor Metálico,Sólido,Aterro Industrial,I,Não Reciclável
35530,130719,Filtro de combustível,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
35554,130676,Óleo Lubrificante,Líquidos Contaminados,IBC,Líquido,Rerrefino,I,Reciclável
35554,130755,Óleo Lubrificante,Líquidos Contaminados,Bombona Plástica,Líquido,Rerrefino,I,Reciclável
35554,130799,Óleo Lubrificante,Líquidos Contaminados,Bombona Plástica,Líquido,Rerrefino,I,Reciclável
35554,130676,Óleo Lubrificante,Líquidos Contaminados,IBC,Líquido,Rerrefino,I,Reciclável
35545,130755,Óleo Lubrificante,Líquidos Contaminados,Bombona Plástica,Líquido,Rerrefino,I,Reciclável
35531,130742,Embalagens plásticas contaminadas,Sólidos Contaminados,Sacos Plásticos,Sólido,Aterro Industrial,I,Não Reciclável
35531,130742,Embalagens plásticas contaminadas,Sólidos Contaminados,Sacos Plásticos,Sólido,Coprocessamento,I,Não Reciclável
32685,34136,Madeira,Resíduo Industrial,Granel,Sólido,Recuperação,II-A,Não Reciclável
32685,34145,Papel,Papéis,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
32685,34147,Papelão,Papéis,Granel,Sólido,Reciclagem,II-A,Reciclável
32685,34148,Plástico,Plásticos,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
32685,34152,Vidro,Vidro,Barrica de Papelão,Sólido,Reciclagem,II-A,Reciclável
32685,132044,Telha de Amianto,Sólidos Contaminados,Caçamba fechada de 26m³,Sólido,Aterro Industrial,I,Não Reciclável
32683,34134,Entulho,Construção Civil,Granel,Sólido,Aterro Industrial,II-B,Não Reciclável
32683,67568,Podas,Jardinagem,CaÃ§amba Roll On,Sólido,Aterro Comum,II-A,Não Reciclável
32683,67568,Podas,Jardinagem,CaÃ§amba Roll On,Sólido,Aterro Comum,II-A,Não Reciclável
1415,20118,Óleo usado,Líquidos Contaminados,Granel,Líquido,Rerrefino,I,Reciclável
1415,27800,Óleo Usado,Líquidos Contaminados,Baia,Líquido,Rerrefino,I,Reciclável
1415,33687,Óleo contaminado,Líquidos Contaminados,Granel,Líquido,Rerrefino,I,Não Reciclável
1415,34431,ÓLEO DE LUBRIFICANTE (USADO),Líquidos Diversos,Tanque,Líquido,Rerrefino,I,Reciclável
1415,34142,Óleo Lubrificante,Resíduo Industrial,Bombona Plástica,Líquido,Rerrefino,II-B,Não Reciclável
1415,35896,RESÍDUOS DE OLEO LUBRIFICANTE,PERIGOSO,Bombona Plástica,Líquido,Rerrefino,I,Reciclável
1415,63565,ÓLEO LUBRIFICANTE,Líquidos Contaminados,Tambor,Líquido,Reciclagem,I,Reciclável
1415,63565,ÓLEO LUBRIFICANTE,Líquidos Contaminados,Tambor,Líquido,Rerrefino,I,Não Reciclável
1415,64821,ÓLEO LUBRIFICANTE,Líquidos Contaminados,Tambor Metálico,Líquido,Rerrefino,I,Reciclável
1415,64821,ÓLEO LUBRIFICANTE,Líquidos Contaminados,Tambor Metálico,Líquido,Rerrefino,I,Reciclável
1415,63565,ÓLEO LUBRIFICANTE,Líquidos Contaminados,Tambor,Líquido,Reciclagem,I,Reciclável
1415,63565,ÓLEO LUBRIFICANTE,Líquidos Contaminados,Tambor,Líquido,Rerrefino,I,Não Reciclável
3947,34163,Resíduo destilação,Resíduo Industrial,Tambor,Líquido,Reprocessamento ,I,Não Reciclável
3947,34163,Resíduo destilação,Resíduo Industrial,Tambor,Líquido,Reprocessamento ,I,Não Reciclável
29789,114549,Tambores e embalagens plásticas contaminadas,Sólidos Contaminados,Granel,Sólido,Reciclagem,I,Reciclável
29789,114552, Tambores e embalagens metálicas contaminadas,Sólidos Contaminados,Granel,Sólido,Reciclagem,I,Reciclável
3468,33722,IFA's Sólidos,Resíduo Industrial,Caixa,Sólido,Tratamento Térmico,I,Não Reciclável
3468,33723,Medicamentos Sólidos Cont. Port. 344,Resíduo Industrial,Caixa,Sólido,Tratamento Térmico,I,Não Reciclável
3468,33724,IFA's Líquidos,Resíduo Industrial,Caixa,Líquido,Tratamento Térmico,I,Não Reciclável
3468,33725,Medicamentos Sólidos Cont. Port. 344,Resíduo Industrial,Caixa,Líquido,Tratamento Térmico,I,Não Reciclável
3468,33726,Cosmético Sólido,Resíduo Industrial,Barrica de Papelão,Sólido,Coprocessamento,I,Não Reciclável
3468,33727,Cosmético Líquido,Resíduo Industrial,Caixa,Líquido,Coprocessamento,I,Não Reciclável
3468,33728,Cosmético Líquido,Resíduo Industrial,Caixa,Líquido,Coprocessamento,I,Não Reciclável
3468,33731,Cosmético Líquido,Resíduo Industrial,Bombona Plástica,Líquido,Coprocessamento,I,Não Reciclável
3468,33729,Cosmético Líquido,Resíduo Industrial,Caixa,Líquido,Coprocessamento,I,Não Reciclável
3468,33730,Cosmético Líquido,Resíduo Industrial,Caixa,Líquido,Coprocessamento,I,Não Reciclável
3468,33732,Cosmético Líquido,Resíduo Industrial,Barrica de Papelão,Líquido,Coprocessamento,I,Não Reciclável
3468,33847,IFA's Sólidos,Resíduo Industrial,Caixa,Sólido,Incineração,I,Não Reciclável
3468,33848,IFA's Líquidos,Resíduo Industrial,Caixa,Líquido,Incineração,I,Não Reciclável
3468,33849,Matéria-prima sólida,Resíduo Industrial,Caixa,Sólido,Coprocessamento,I,Não Reciclável
3468,33850,Matéria-prima líquida,Resíduo Industrial,Caixa,Líquido,Coprocessamento,I,Não Reciclável
3468,34140,Medicamentos Líquidos,Resíduo Industrial,Caixa,Líquido,Incineração,I,Não Reciclável
3468,34141,IFA's Sólidos,Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
3468,34215,Medicamentos Líquidos,Resíduo Industrial,Bombona Plástica,Líquido,Tratamento Térmico,I,Não Reciclável
3468,34216,Medicamentos Sólidos Cont. Port. 344,Resíduo Industrial,Caixa,Sólido,Tratamento Térmico,I,Não Reciclável
3468,34217,Medicamentos Sólidos,Resíduo Industrial,Bombona Plástica,Sólido,Tratamento Térmico,I,Não Reciclável
3468,34218,Medicamentos Líquidos Cont. Port. 344,Resíduo Industrial,Barrica de Papelão,Líquido,Tratamento Térmico,I,Não Reciclável
3468,33848,IFA's Líquidos,Resíduo Industrial,Caixa,Líquido,Incineração,I,Não Reciclável
3468,34141,IFA's Sólidos,Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
3468,33731,Cosmético Líquido,Resíduo Industrial,Bombona Plástica,Líquido,Coprocessamento,I,Não Reciclável
3468,33726,Cosmético Sólido,Resíduo Industrial,Barrica de Papelão,Sólido,Coprocessamento,I,Não Reciclável
3468,33850,Matéria-prima líquida,Resíduo Industrial,Caixa,Líquido,Coprocessamento,I,Não Reciclável
3468,33849,Matéria-prima sólida,Resíduo Industrial,Caixa,Sólido,Coprocessamento,I,Não Reciclável
3468,34141,IFA's Sólidos,Resíduo Industrial,Barrica de Papelão,Sólido,Incineração,I,Não Reciclável
3468,33848,IFA's Líquidos,Resíduo Industrial,Caixa,Líquido,Incineração,I,Não Reciclável
3468,33848,IFA's Líquidos,Resíduo Industrial,Caixa,Líquido,Incineração,I,Não Reciclável
3468,33848,IFA's Líquidos,Resíduo Industrial,Caixa,Líquido,Incineração,I,Não Reciclável
3468,33849,Matéria-prima sólida,Resíduo Industrial,Caixa,Sólido,Coprocessamento,I,Não Reciclável
3468,33850,Matéria-prima líquida,Resíduo Industrial,Caixa,Líquido,Coprocessamento,I,Não Reciclável
3468,33731,Cosmético Líquido,Resíduo Industrial,Bombona Plástica,Líquido,Coprocessamento,I,Não Reciclável
3468,33726,Cosmético Sólido,Resíduo Industrial,Barrica de Papelão,Sólido,Coprocessamento,I,Não Reciclável
3468,33726,Cosmético Sólido,Resíduo Industrial,Barrica de Papelão,Sólido,Coprocessamento,I,Não Reciclável
3468,34215,Medicamentos Líquidos,Resíduo Industrial,Bombona Plástica,Líquido,Tratamento Térmico,I,Não Reciclável
3468,34215,Medicamentos Líquidos,Resíduo Industrial,Bombona Plástica,Líquido,Tratamento Térmico,I,Não Reciclável
3468,34216,Medicamentos Sólidos Cont. Port. 344,Resíduo Industrial,Caixa,Sólido,Tratamento Térmico,I,Não Reciclável
3468,34216,Medicamentos Sólidos Cont. Port. 344,Resíduo Industrial,Caixa,Sólido,Tratamento Térmico,I,Não Reciclável
3468,34216,Medicamentos Sólidos Cont. Port. 344,Resíduo Industrial,Caixa,Sólido,Tratamento Térmico,I,Não Reciclável
3468,34217,Medicamentos Sólidos,Resíduo Industrial,Bombona Plástica,Sólido,Tratamento Térmico,I,Não Reciclável
3468,34217,Medicamentos Sólidos,Resíduo Industrial,Bombona Plástica,Sólido,Tratamento Térmico,I,Não Reciclável
3468,34217,Medicamentos Sólidos,Resíduo Industrial,Bombona Plástica,Sólido,Tratamento Térmico,I,Não Reciclável
3468,34217,Medicamentos Sólidos,Resíduo Industrial,Bombona Plástica,Sólido,Tratamento Térmico,I,Não Reciclável
3468,34217,Medicamentos Sólidos,Resíduo Industrial,Bombona Plástica,Sólido,Tratamento Térmico,I,Não Reciclável
3468,39294,Matéria-prima,Resíduo Industrial,Pallet,Sólido,Recuperação,I,Não Reciclável
3468,39294,Matéria-prima,Resíduo Industrial,Pallet,Sólido,Recuperação,I,Não Reciclável
3468,39294,Matéria-prima,Resíduo Industrial,Pallet,Sólido,Recuperação,I,Não Reciclável
3468,39296,Matéria-prima Líquida,Resíduo Industrial,Pallet,Líquido,Recuperação,I,Não Reciclável
3468,39296,Matéria-prima Líquida,Resíduo Industrial,Pallet,Líquido,Recuperação,I,Não Reciclável
3468,39296,Matéria-prima Líquida,Resíduo Industrial,Pallet,Líquido,Recuperação,I,Não Reciclável
3468,56293,Material Descaracterizado,Recicláveis,Pallet,Sólido,Reciclagem,II-A,Reciclável
3468,65008,Embalagem diversas,Recicláveis,Caixa,Sólido,Reciclagem,II-B,Reciclável
3468,65588,REFUGO DE PROCESSO,Resíduo Industrial,Pallet,Sólido,Incineração,B,Não Reciclável
3468,65588,REFUGO DE PROCESSO,Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,65588,REFUGO DE PROCESSO,Resíduo Industrial,Pallet,Sólido,Incineração,B,Não Reciclável
3468,65588,REFUGO DE PROCESSO,Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,65590,REFUGO DE PROCESSO,Resíduo Industrial,Bombona Plástica,Líquido,Incineração,I,Não Reciclável
3468,65596,EQUIPAMENTOS DE LABORATÓRIO E INDUSTRIAL,Sucata Eletrônica,Pallet,Sólido,Aterro Industrial,I,Não Reciclável
3468,65601,PILHA E BATERIA,Pilha e Bateria,Bombona Plástica,Sólido,Recuperação,I,Não Reciclável
3468,65632,TINTA E SOLVENTE,Sobras de Tintas,Bombona Plástica,Líquido,Incineração,I,Não Reciclável
3468,65632,TINTA E SOLVENTE,Sobras de Tintas,Bombona Plástica,Líquido,Coprocessamento,I,Não Reciclável
3468,65726,PARAMENTAÇÃO,Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,65726,PARAMENTAÇÃO,Resíduo Industrial,Pallet,Sólido,Coprocessamento,I,Não Reciclável
3468,65726,PARAMENTAÇÃO,Resíduo Industrial,Pallet,Sólido,Coprocessamento,B,Não Reciclável
3468,65726,PARAMENTAÇÃO,Resíduo Industrial,Pallet,Sólido,Coprocessamento,I,Não Reciclável
3468,65727,FILTRO (MANUTENÇÃO),Sólidos Diversos,Pallet,Sólido,Incineração,I,Não Reciclável
3468,65727,FILTRO (MANUTENÇÃO),Sólidos Diversos,Pallet,Sólido,Coprocessamento,I,Não Reciclável
3468,65753,REFUGO DE PROCESSO (LÍQUIDO),Resíduo Industrial,Bombona Plástica,Líquido,Incineração,B,Não Reciclável
3468,65753,REFUGO DE PROCESSO (LÍQUIDO),Resíduo Industrial,Bombona Plástica,Líquido,Incineração,I,Não Reciclável
3468,65753,REFUGO DE PROCESSO (LÍQUIDO),Resíduo Industrial,Bombona Plástica,Líquido,Incineração,B,Não Reciclável
3468,65753,REFUGO DE PROCESSO (LÍQUIDO),Resíduo Industrial,Bombona Plástica,Líquido,Incineração,I,Não Reciclável
3468,66214,REFUGO TESTE 2,Resíduo Industrial,Pallet,Sólido,Incineração,II-B,Não Reciclável
3468,66489,KIT DE EMERGÊNCIA,Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,66489,KIT DE EMERGÊNCIA,Resíduo Industrial,Pallet,Sólido,Coprocessamento,I,Não Reciclável
3468,66498,PÓ DO SISTEMA DE EXAUSTÃO,Resíduo Industrial,Pallet,Sólido,Incineração,B,Não Reciclável
3468,66498,PÓ DO SISTEMA DE EXAUSTÃO,Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,66498,PÓ DO SISTEMA DE EXAUSTÃO,Resíduo Industrial,Pallet,Sólido,Incineração,B,Não Reciclável
3468,66498,PÓ DO SISTEMA DE EXAUSTÃO,Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,66558,BLISTER,Recicláveis,Pallet,Sólido,Reciclagem,II-B,Reciclável
3468,66558,BLISTER,Recicláveis,Pallet,Sólido,Reciclagem,II-A,Reciclável
3468,69137,PRODUTOS AEROSSÓIS,Sólidos Contaminados,Pallet,Sólido,Despressurização,I,Reciclável
3468,69138,ÁGUA CONTAMINADA,Líquidos Contaminados,Bombona Plástica,Líquido,Incineração,I,Não Reciclável
3468,114651,Medicamento sólido,Sólidos Contaminados,Tambor,Sólido,Reciclagem,I,Reciclável
3468,114651,Medicamento sólido,Sólidos Contaminados,Tambor,Sólido,Incineração,I,Não Reciclável
3468,114656,Medicamento líquido,Líquidos Contaminados,Tambor,Líquido,Reciclagem,I,Não Reciclável
3468,114656,Medicamento líquido,Líquidos Contaminados,Tambor,Líquido,Incineração,I,Não Reciclável
3468,123708,RETENÇÃO MEDICAMENTOS ,Resíduo de serviço de saúde,Pallet,Sólido,Incineração,I,Não Reciclável
3468,123708,RETENÇÃO MEDICAMENTOS ,Resíduo de serviço de saúde,Pallet,Sólido,Incineração,B,Não Reciclável
3468,123708,RETENÇÃO MEDICAMENTOS ,Resíduo de serviço de saúde,Pallet,Sólido,Incineração,I,Não Reciclável
3468,125124,CX. D. CONSCIENTE MEDICAMENTOS,Resíduo de serviço de saúde,Pallet,Sólido,Incineração,B,Não Reciclável
3468,125124,CX. D. CONSCIENTE MEDICAMENTOS,Resíduo de serviço de saúde,Pallet,Sólido,Incineração,I,Não Reciclável
3468,125138,CX. D . CONSCIENTE PILHAS/BATERIAS,Pilha e Bateria,Caixa,Sólido,Recuperação,I,Não Reciclável
3468,125332,REFUGO (FORA DE ESTOQUE),Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,125333,MATERIAIS RESSARCIDOS,Resíduo de serviço de saúde,Pallet,Sólido,Incineração,I,Não Reciclável
3468,123715,PARAMENTAÇÃO LAB.,Resíduo de serviço de saúde,Sacos Plásticos,Sólido,Aterro Industrial,B,Não Reciclável
3468,123715,PARAMENTAÇÃO LAB.,Resíduo de serviço de saúde,Sacos Plásticos,Sólido,Coprocessamento,B,Não Reciclável
3468,123715,PARAMENTAÇÃO LAB.,Resíduo de serviço de saúde,Sacos Plásticos,Sólido,Aterro Industrial,B,Não Reciclável
3468,66558,BLISTER,Recicláveis,Pallet,Sólido,Reciclagem,II-B,Reciclável
3468,66558,BLISTER,Recicláveis,Pallet,Sólido,Reciclagem,II-A,Reciclável
3468,125138,CX. D . CONSCIENTE PILHAS/BATERIAS,Pilha e Bateria,Caixa,Sólido,Recuperação,I,Não Reciclável
3468,125124,CX. D. CONSCIENTE MEDICAMENTOS,Resíduo de serviço de saúde,Pallet,Sólido,Incineração,B,Não Reciclável
3468,125124,CX. D. CONSCIENTE MEDICAMENTOS,Resíduo de serviço de saúde,Pallet,Sólido,Incineração,I,Não Reciclável
3468,66489,KIT DE EMERGÊNCIA,Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,66489,KIT DE EMERGÊNCIA,Resíduo Industrial,Pallet,Sólido,Coprocessamento,I,Não Reciclável
3468,126628,MATERIAIS RESSARCIDOS (CONTROLADO P. 344),Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,126632,MATÉRIA-PRIMA CONTROLADO P. 344 (DESTRUIÇÃO DIRETA),Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,126633,PILOTO CONTROLADO P. 344 (DESTRUIÇÃO DIRETA),Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,126634,PROD. ACABADO CONTROLADO P. 344 (DESTRUIÇÃO DIRETA),Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,65726,PARAMENTAÇÃO,Resíduo Industrial,Pallet,Sólido,Incineração,I,Não Reciclável
3468,65726,PARAMENTAÇÃO,Resíduo Industrial,Pallet,Sólido,Coprocessamento,I,Não Reciclável
3468,65726,PARAMENTAÇÃO,Resíduo Industrial,Pallet,Sólido,Coprocessamento,B,Não Reciclável
3468,65726,PARAMENTAÇÃO,Resíduo Industrial,Pallet,Sólido,Coprocessamento,I,Não Reciclável
3468,123708,RETENÇÃO MEDICAMENTOS ,Resíduo de serviço de saúde,Pallet,Sólido,Incineração,I,Não Reciclável
